id,source,target,type
e26.953978399115837,n3,n3,arrow
e5.93250501033239,n3,n3,arrow
e25.053788935155982,n3,n3,arrow
e5.620044204853436,n3,n3,arrow
e30.093606244243865,n3,n3,arrow
e28.003812061021826,n3,n3,arrow
e23.8719532077015,n3,n3,arrow
e7.408484289787815,n3,n3,arrow
e31.494748592020027,n3,n3,arrow
e11.69370537488944,n3,n3,arrow
e7.8961270539382085,n3,n3,arrow
e11.376517273108938,n3,n3,arrow
e33.483799098753515,n3,n3,arrow
e15.918873298531839,n3,n3,arrow
e26.938897426177636,n3,n3,arrow
e31.564299369345882,n3,n3,arrow
e26.289159889668696,n3,n3,arrow
e14.233550156826897,n3,n3,arrow
e31.786929349817846,n3,n3,arrow
e1.0535275504493546,n3,n3,arrow
e15.556107937729442,n3,n3,arrow
e9.352262425179994,n3,n3,arrow
e27.18964641753091,n3,n3,arrow
e6.194087267682868,n3,n3,arrow
e23.79530202357474,n3,n3,arrow
e17.663133211375683,n3,n3,arrow
e5.4638120056123505,n3,n3,arrow
e6.102152135204735,n3,n3,arrow
e7.93732360410939,n3,n3,arrow
e30.133037139174185,n3,n3,arrow
e1.5299575360078124,n3,n3,arrow
e35.574503623649534,n3,n3,arrow
e10.599530183888737,n3,n3,arrow
e29.12959864670589,n3,n3,arrow
e28.39956649475154,n3,n3,arrow
e3.3975302766984545,n3,n3,arrow
e3.199601142480108,n3,n3,arrow
e19.980487114886056,n3,n3,arrow
e36.12298291510421,n3,n3,arrow
e2.7307611108474847,n3,n3,arrow
e10.557633063794087,n3,n3,arrow
e34.43818108351115,n3,n5,arrow
e16.600540605053776,n3,n3,arrow
e20.90397824720471,n3,n3,arrow
e19.830062008793707,n3,n3,arrow
e29.658145741696156,n3,n3,arrow
e21.129790985793157,n3,n3,arrow
e36.72406383205729,n3,n3,arrow
e27.826514346992287,n3,n3,arrow
e1.3426313665899166,n3,n3,arrow
e34.58350896436149,n3,n3,arrow
e19.033896574333376,n3,n3,arrow
e21.653070391864503,n3,n3,arrow
e14.306258069672571,n3,n3,arrow
e1.351033354295856,n3,n3,arrow
e31.57529197051643,n3,n3,arrow
e23.93953086866555,n3,n3,arrow
e2.7543046198066152,n3,n3,arrow
e6.040700547027554,n3,n3,arrow
e7.960935441869106,n3,n6,arrow
e10.3516603725998,n3,n3,arrow
e5.516811537321099,n3,n3,arrow
e3.0057620391264104,n3,n3,arrow
e36.98397041804852,n3,n3,arrow
e32.99786467233053,n3,n3,arrow
e34.08760329257525,n3,n3,arrow
e14.11559863651401,n3,n3,arrow
e34.42303151639054,n3,n3,arrow
e0.7368740942217324,n3,n3,arrow
e0.0634724472223478,n3,n3,arrow
e13.551952779957892,n3,n7,arrow
e30.456863289532375,n3,n3,arrow
e29.890254008060275,n3,n3,arrow
e6.6782590479030075,n3,n3,arrow
e27.542408238377007,n3,n8,arrow
e9.867647396995304,n3,n3,arrow
e33.36435955217534,n3,n3,arrow
e10.040800170988062,n3,n3,arrow
e9.00870526051848,n3,n3,arrow
e15.333242456277091,n3,n3,arrow
e11.523591002894669,n3,n3,arrow
e18.878947642080387,n3,n3,arrow
e30.067810933961123,n3,n3,arrow
e3.5854825958036782,n3,n3,arrow
e18.77559285467359,n3,n3,arrow
e21.056180007296227,n3,n3,arrow
e19.65383719620262,n3,n3,arrow
e11.304448316423612,n3,n3,arrow
e28.219697223278636,n3,n3,arrow
e32.89781411811186,n3,n3,arrow
e35.19342513221388,n3,n3,arrow
e30.459138209832535,n3,n9,arrow
e1.9435815279544735,n3,n3,arrow
e3.9798295360371094,n3,n3,arrow
e14.759360192170309,n3,n3,arrow
e25.253115657633458,n3,n3,arrow
e10.91193666873426,n3,n3,arrow
e19.04822174072916,n3,n3,arrow
e28.201056515567664,n3,n3,arrow
e4.999819341448676,n3,n3,arrow
e29.361831918557332,n3,n3,arrow
e24.09655304131836,n3,n3,arrow
e0.8553697105564464,n3,n3,arrow
e26.44660717689254,n3,n3,arrow
e26.951961759907597,n3,n3,arrow
e26.184379076751146,n3,n3,arrow
e29.71233463571986,n3,n3,arrow
e12.180804165238658,n3,n3,arrow
e2.821199797347929,n3,n3,arrow
e21.523125889253475,n3,n3,arrow
e15.000299691818704,n3,n3,arrow
e14.960483820174892,n3,n3,arrow
e27.71626814930241,n3,n3,arrow
e15.243553519030414,n3,n3,arrow
e12.799753461522979,n3,n3,arrow
e2.889433731689591,n3,n3,arrow
e10.536777535824296,n3,n3,arrow
e31.011232674239427,n3,n3,arrow
e5.894252422814989,n3,n3,arrow
e32.175616814056305,n3,n3,arrow
e34.75114738323828,n3,n3,arrow
e12.300538128560277,n3,n3,arrow
e13.232055701200073,n3,n3,arrow
e25.373889433941606,n3,n3,arrow
e27.209208432292055,n3,n3,arrow
e22.831571898591765,n3,n3,arrow
e0.7207251528984246,n3,n3,arrow
e27.157547423734936,n3,n3,arrow
e12.332954856123314,n3,n3,arrow
e16.762611383738278,n3,n3,arrow
e31.74648143346559,n3,n3,arrow
e24.219971093460355,n3,n3,arrow
e33.390362786139825,n3,n3,arrow
e24.376471788403517,n3,n3,arrow
e32.902429336998885,n3,n3,arrow
e33.06637352832658,n3,n3,arrow
e14.190012729789402,n3,n3,arrow
e0.3554728225940371,n3,n3,arrow
e18.298600007661516,n3,n3,arrow
e29.301494776743134,n3,n3,arrow
e27.03095126577018,n3,n3,arrow
e2.095513912410584,n3,n3,arrow
e35.51525267902952,n3,n3,arrow
e4.903541015756932,n3,n3,arrow
e16.84240305419147,n3,n3,arrow
e27.57593444239847,n3,n3,arrow
e21.829648140200778,n3,n3,arrow
e10.495031159901096,n3,n3,arrow
e11.56901487303171,n3,n3,arrow
e31.26339473786568,n3,n3,arrow
e20.380241522120375,n3,n3,arrow
e6.043684220195467,n3,n3,arrow
e20.82625958972882,n3,n3,arrow
e26.36135026454729,n3,n3,arrow
e7.194902337654476,n3,n3,arrow
e13.431886319453938,n3,n3,arrow
e14.204559177287106,n3,n3,arrow
e14.304551426884986,n3,n3,arrow
e6.549489001954508,n3,n3,arrow
e11.355855082540785,n3,n3,arrow
e8.708792746293092,n3,n3,arrow
e35.62446258191553,n3,n3,arrow
e21.92689544736114,n3,n3,arrow
e3.233303031910383,n3,n3,arrow
e17.47552154470872,n3,n3,arrow
e2.7840938896739162,n3,n3,arrow
e1.5477168579214113,n3,n3,arrow
e29.810345907906107,n3,n3,arrow
e8.492549040172893,n3,n3,arrow
e25.807728114200067,n3,n3,arrow
e0.33577128555086855,n3,n3,arrow
e25.74830228666601,n3,n3,arrow
e21.648821507864234,n3,n3,arrow
e28.28152931580562,n3,n3,arrow
e26.700649988870257,n3,n3,arrow
e27.589691589118075,n3,n3,arrow
e21.805816210746894,n3,n3,arrow
e24.729844380549,n3,n3,arrow
e30.203777821001214,n3,n3,arrow
e18.417050498111337,n3,n3,arrow
e8.787641023745314,n3,n3,arrow
e13.144734952938315,n3,n3,arrow
e5.792722128985731,n3,n3,arrow
e18.41742473647724,n3,n3,arrow
e21.44334235039536,n3,n3,arrow
e24.086018919047195,n3,n3,arrow
e3.8167091274438105,n3,n3,arrow
e14.872048747655976,n3,n3,arrow
e9.553766759139599,n3,n3,arrow
e30.874484237322587,n3,n3,arrow
e20.72987037212826,n3,n3,arrow
e24.396160817619204,n3,n3,arrow
e29.21710029609473,n3,n3,arrow
e19.15492675104777,n3,n3,arrow
e32.87848718714117,n3,n3,arrow
e3.502374759147397,n3,n3,arrow
e3.649725695179072,n3,n3,arrow
e13.723479052208909,n3,n3,arrow
e21.708145988283952,n3,n3,arrow
e24.079750643112824,n3,n3,arrow
e27.233810368793705,n3,n3,arrow
e19.581287573216695,n3,n3,arrow
e28.330815112669786,n3,n3,arrow
e29.76851119644849,n3,n3,arrow
e26.597153513143606,n3,n3,arrow
e7.13102404837593,n3,n3,arrow
e2.698746327473465,n3,n3,arrow
e2.993304059599569,n3,n3,arrow
e9.269504683392665,n3,n3,arrow
e26.67544844207691,n3,n3,arrow
e12.367878702551863,n3,n3,arrow
e13.74790364932605,n3,n3,arrow
e21.83881228285449,n3,n3,arrow
e32.84491746620647,n3,n3,arrow
e0.8628073282326254,n3,n3,arrow
e22.12263222628811,n3,n3,arrow
e12.4771012723608,n3,n3,arrow
e21.98705592332433,n3,n3,arrow
e13.729801582325752,n3,n3,arrow
e11.694078568695161,n3,n3,arrow
e28.39111295176491,n3,n3,arrow
e9.532505511266034,n3,n3,arrow
e19.742418339801677,n3,n3,arrow
e18.847751932217534,n3,n3,arrow
e2.4154204398521286,n3,n3,arrow
e30.43924675678887,n3,n3,arrow
e26.379042455678128,n3,n3,arrow
e34.556274902718094,n3,n3,arrow
e24.54980851760874,n3,n3,arrow
e19.549702657434842,n3,n3,arrow
e23.75309928637947,n3,n3,arrow
e20.15897246084639,n3,n3,arrow
e0.08970258419359589,n3,n3,arrow
e12.306226817276247,n3,n3,arrow
e31.356990523263317,n3,n3,arrow
e31.176054434754924,n3,n3,arrow
e33.77108047503325,n3,n3,arrow
e7.963902409386128,n3,n3,arrow
e23.704033668942895,n3,n3,arrow
e28.996006538956994,n3,n3,arrow
e10.98812859775853,n3,n3,arrow
e18.496222635594897,n3,n3,arrow
e13.35987410387465,n3,n3,arrow
e7.3309147059161495,n3,n3,arrow
e19.467497702071523,n3,n3,arrow
e1.2435404149699052,n3,n3,arrow
e24.933055933406216,n3,n3,arrow
e17.650188865744443,n3,n3,arrow
e28.609493708423866,n3,n3,arrow
e19.224475437393924,n3,n3,arrow
e26.93601427121465,n3,n3,arrow
e14.84689769333975,n3,n3,arrow
e6.9511846262069446,n3,n3,arrow
e21.930149984550816,n3,n3,arrow
e9.86519278758831,n3,n3,arrow
e2.9953370132109285,n3,n3,arrow
e35.768856662738244,n3,n3,arrow
e24.959275539454833,n3,n3,arrow
e32.815682240005806,n3,n3,arrow
e24.594687697493914,n3,n3,arrow
e29.520013892974653,n3,n3,arrow
e24.741809658583087,n3,n3,arrow
e23.919788215675002,n3,n3,arrow
e16.21611205639276,n3,n3,arrow
e22.049005446330856,n3,n3,arrow
e18.76699349076484,n3,n3,arrow
e13.535567990329586,n3,n3,arrow
e21.181741859935688,n3,n3,arrow
e5.619616620142066,n3,n3,arrow
e18.044152385944933,n3,n3,arrow
e19.851614670311253,n3,n3,arrow
e23.54321443284218,n3,n3,arrow
e17.855023459692337,n3,n3,arrow
e8.315115853327748,n3,n3,arrow
e6.736872366655881,n3,n3,arrow
e27.61776423844882,n3,n3,arrow
e12.533517514875081,n3,n3,arrow
e35.72565319438,n3,n3,arrow
e33.87775717942337,n3,n3,arrow
e30.195767284332533,n3,n3,arrow
e22.79928495571393,n3,n3,arrow
e6.404611006931582,n3,n3,arrow
e25.875029693802503,n3,n3,arrow
e15.181712286935399,n3,n3,arrow
e9.895362023412288,n3,n3,arrow
e5.99422995023068,n3,n3,arrow
e14.749858667008867,n3,n3,arrow
e36.584826447110224,n3,n3,arrow
e29.26184682853576,n3,n3,arrow
e0.39583755753956185,n3,n3,arrow
e31.297469432666308,n3,n3,arrow
e21.799580906341966,n3,n3,arrow
e29.028758775404746,n3,n3,arrow
e9.80823899897358,n3,n3,arrow
e32.06539107048736,n3,n3,arrow
e18.343297029618036,n3,n3,arrow
e11.797700968124037,n3,n3,arrow
e11.944795180110624,n3,n3,arrow
e22.525441178269432,n3,n3,arrow
e18.161724554534768,n3,n3,arrow
e19.903239942797025,n3,n3,arrow
e10.269801963076375,n3,n3,arrow
e11.910075089152238,n3,n3,arrow
e34.83806014863586,n3,n3,arrow
e9.643812165592086,n3,n3,arrow
e34.46363376283285,n3,n3,arrow
e20.329948419814116,n3,n3,arrow
e28.749746072781978,n3,n3,arrow
e9.619905172732773,n3,n3,arrow
e1.9256597293904822,n3,n3,arrow
e36.88101579010054,n3,n3,arrow
e32.00102542527924,n3,n3,arrow
e32.04429039601944,n3,n3,arrow
e5.275273909315399,n3,n3,arrow
e16.79624234170529,n3,n3,arrow
e30.54187989233998,n3,n3,arrow
e12.738582755892386,n3,n3,arrow
e3.1666935941489704,n3,n3,arrow
e14.649192687618786,n3,n3,arrow
e28.46163340589327,n3,n3,arrow
e8.01559927865237,n3,n3,arrow
e4.936108420143527,n3,n3,arrow
e29.449463809676878,n3,n3,arrow
e9.618815717146708,n3,n3,arrow
e35.09821201242377,n3,n3,arrow
e25.524881224218234,n3,n3,arrow
e26.505836376143776,n3,n3,arrow
e23.303163886090093,n3,n3,arrow
e19.100658647116486,n3,n3,arrow
e34.184271437644504,n3,n3,arrow
e4.684504986849846,n3,n3,arrow
e21.090539577195187,n3,n3,arrow
e13.794312073931902,n3,n3,arrow
e18.01677043116959,n3,n3,arrow
e13.005036246934148,n3,n3,arrow
e6.128784374818574,n3,n3,arrow
e35.82842981518611,n3,n3,arrow
e18.18898885054788,n3,n3,arrow
e7.025939353158103,n3,n3,arrow
e12.33062945274898,n3,n3,arrow
e27.910924536598948,n3,n3,arrow
e26.855022441248543,n3,n3,arrow
e16.3664189391682,n3,n3,arrow
e13.906056839884863,n3,n3,arrow
e27.58183321999082,n3,n3,arrow
e28.819079478812245,n3,n3,arrow
e36.629940658863454,n3,n3,arrow
e20.680499267907564,n3,n3,arrow
e2.6951146213860113,n3,n3,arrow
e17.099043847015622,n3,n3,arrow
e10.849603452977389,n3,n3,arrow
e33.48614946982305,n3,n3,arrow
e22.8756596899262,n3,n3,arrow
e20.542764903630232,n3,n3,arrow
e12.114577125067772,n3,n3,arrow
e6.484025587054928,n3,n3,arrow
e22.391804401078826,n3,n3,arrow
e10.497938930609633,n3,n3,arrow
e21.841205312805187,n3,n3,arrow
e5.8953792553201705,n3,n3,arrow
e14.896554728619341,n3,n3,arrow
e19.886012658621357,n3,n3,arrow
e15.82596405130202,n3,n3,arrow
e5.562597520814037,n3,n3,arrow
e17.489390599015227,n3,n3,arrow
e24.488145176618193,n3,n3,arrow
e12.900216868167943,n3,n3,arrow
e25.669694471265867,n3,n3,arrow
e21.754693952851323,n3,n3,arrow
e23.442523554118274,n3,n3,arrow
e32.713013756394844,n3,n3,arrow
e33.8527408390637,n3,n3,arrow
e15.05269279602375,n3,n3,arrow
e28.94791913692336,n3,n3,arrow
e2.2678694953261003,n3,n3,arrow
e20.281762524443167,n3,n3,arrow
e10.521484577506843,n3,n3,arrow
e13.903790104444967,n3,n3,arrow
e5.046852046430586,n3,n3,arrow
e10.556019043104849,n3,n3,arrow
e7.449176982943685,n3,n3,arrow
e11.202221068126004,n3,n3,arrow
e4.637224451553899,n3,n3,arrow
e12.072215024970275,n3,n3,arrow
e36.86944820486884,n3,n3,arrow
e6.5084096550834305,n3,n3,arrow
e27.189492417767273,n3,n3,arrow
e15.93400137981399,n3,n3,arrow
e14.010790088835222,n3,n3,arrow
e17.60453482192541,n3,n3,arrow
e1.135920648888152,n3,n3,arrow
e18.804111132756308,n3,n3,arrow
e31.03995127216496,n3,n3,arrow
e26.89942291789125,n3,n3,arrow
e16.14347818970678,n3,n3,arrow
e23.34289204870009,n3,n3,arrow
e11.769685612271754,n3,n3,arrow
e23.762718915802665,n3,n3,arrow
e26.130009121958523,n3,n3,arrow
e22.20248644497353,n3,n3,arrow
e25.141727714060004,n3,n3,arrow
e23.95982165821166,n3,n3,arrow
e18.725226607667985,n3,n3,arrow
e36.35201207906979,n3,n3,arrow
e19.557376368544467,n3,n3,arrow
e23.59641435737693,n3,n3,arrow
e9.64528783083006,n3,n3,arrow
e17.377879271827886,n3,n3,arrow
e23.01627536082072,n3,n3,arrow
e3.1667592155791873,n3,n3,arrow
e29.17790998656211,n3,n3,arrow
e29.85398994558569,n3,n3,arrow
e36.57871995063075,n3,n3,arrow
e35.29320166188011,n3,n3,arrow
e29.168087418079512,n3,n3,arrow
e12.087658331664649,n3,n3,arrow
e25.836692777510606,n3,n3,arrow
e0.4135787697105098,n4,n4,arrow
e27.516016508866095,n4,n4,arrow
e25.549198601615217,n4,n4,arrow
e7.89308542252123,n4,n4,arrow
e14.9509274488999,n4,n4,arrow
e27.938975073853886,n4,n4,arrow
e23.71961605820568,n4,n4,arrow
e26.08413691501313,n4,n4,arrow
e0.8446650125658268,n4,n4,arrow
e16.150255746989732,n4,n4,arrow
e31.41086493375147,n4,n4,arrow
e23.291286303601005,n4,n4,arrow
e13.756673075546502,n4,n4,arrow
e13.558792446441533,n4,n4,arrow
e36.74945759036386,n4,n4,arrow
e3.9488029555792146,n4,n4,arrow
e2.774096661469734,n4,n4,arrow
e29.14632426979742,n4,n4,arrow
e6.444381664745661,n4,n4,arrow
e6.95603351403065,n4,n4,arrow
e4.237468484260975,n4,n4,arrow
e14.492607141994357,n4,n4,arrow
e3.32996913105307,n4,n4,arrow
e19.91999053470871,n4,n4,arrow
e29.763412439734857,n4,n4,arrow
e25.735160703279,n4,n4,arrow
e11.371771931314393,n4,n4,arrow
e6.592924372244647,n4,n4,arrow
e4.437815887065642,n4,n4,arrow
e13.6434297397092,n4,n4,arrow
e36.24111137854476,n4,n4,arrow
e19.435236273155702,n4,n4,arrow
e29.817470455439967,n4,n4,arrow
e16.077120884152887,n4,n4,arrow
e19.471486581100002,n4,n4,arrow
e14.203669185355922,n4,n4,arrow
e29.229307375202612,n4,n4,arrow
e36.35161050493103,n4,n4,arrow
e30.241605969028228,n4,n4,arrow
e8.054754356035534,n4,n4,arrow
e9.810206061564557,n4,n4,arrow
e17.929809417992995,n4,n4,arrow
e1.5257830889661606,n4,n4,arrow
e18.476952798638095,n4,n4,arrow
e19.564940579091086,n4,n4,arrow
e16.181611802370846,n4,n4,arrow
e30.081995452857633,n4,n4,arrow
e12.686456922814019,n4,n4,arrow
e24.735598465709487,n4,n4,arrow
e29.96352271326459,n4,n4,arrow
e9.315319439219245,n4,n4,arrow
e27.611574926578317,n4,n4,arrow
e1.0893773288280986,n4,n4,arrow
e35.063215325684745,n4,n4,arrow
e9.415748909704963,n4,n4,arrow
e1.8001515881695656,n4,n4,arrow
e35.014732233750294,n4,n4,arrow
e22.54662208322819,n4,n4,arrow
e17.516804851875794,n4,n4,arrow
e21.46694461751228,n4,n4,arrow
e24.866339093232217,n4,n4,arrow
e25.400743847496454,n4,n4,arrow
e26.022677949563622,n4,n4,arrow
e26.765627811890845,n4,n4,arrow
e13.747288498862366,n4,n4,arrow
e14.377525831040472,n4,n4,arrow
e29.254879047157697,n4,n0,arrow
e4.546811719745309,n4,n4,arrow
e36.59223117716549,n4,n4,arrow
e27.7994006119638,n4,n4,arrow
e12.42937757572682,n4,n4,arrow
e31.823416551465122,n4,n4,arrow
e24.402982657149863,n4,n4,arrow
e34.40912881954533,n4,n1,arrow
e16.858529038020528,n4,n4,arrow
e13.6668324770954,n4,n4,arrow
e17.492512549872945,n4,n4,arrow
e21.914657054286938,n4,n4,arrow
e13.53733279945739,n4,n4,arrow
e2.390048972468961,n4,n4,arrow
e6.465932098137427,n4,n2,arrow
e1.1512852725197416,n4,n4,arrow
e29.432330386618858,n4,n4,arrow
e4.905852833500565,n4,n4,arrow
e8.489528637405453,n4,n4,arrow
e35.57153213655017,n4,n4,arrow
e36.32719565432672,n4,n4,arrow
e14.604298578815628,n4,n4,arrow
e24.310962221394348,n4,n4,arrow
e1.2299100525490192,n4,n4,arrow
e13.572264521049291,n4,n4,arrow
e7.804581713284001,n4,n4,arrow
e2.0110654001172827,n4,n4,arrow
e20.94383832171621,n4,n4,arrow
e21.112870006964545,n4,n4,arrow
e0.5208460622999922,n4,n4,arrow
e26.291136945933946,n4,n4,arrow
e35.70412897652789,n4,n4,arrow
e29.69719906552948,n4,n4,arrow
e5.251856952598963,n4,n4,arrow
e25.393379702705897,n4,n4,arrow
e22.395935938108266,n4,n4,arrow
e30.9091339706077,n4,n4,arrow
e12.668189883038858,n4,n4,arrow
e4.849610350232602,n4,n4,arrow
e25.875209996457148,n4,n4,arrow
e4.267310505961765,n4,n4,arrow
e36.41817458213398,n4,n4,arrow
e4.481984292334582,n4,n4,arrow
e33.40023896088282,n4,n4,arrow
e21.77772228618506,n4,n4,arrow
e4.583946705756793,n4,n4,arrow
e2.211875455083935,n4,n4,arrow
e2.9306133759811566,n4,n4,arrow
e28.999495543385663,n4,n4,arrow
e6.393436784269037,n4,n4,arrow
e6.770322607100333,n4,n4,arrow
e27.86004264270064,n4,n4,arrow
e32.885246968292975,n4,n4,arrow
e26.844452395509403,n4,n4,arrow
e21.306727244036242,n4,n4,arrow
e3.3431109588620793,n4,n4,arrow
e8.12096662409641,n4,n4,arrow
e5.850390214197612,n4,n4,arrow
e33.167424334752,n4,n4,arrow
e28.427387106943602,n4,n4,arrow
e12.363803825549763,n4,n4,arrow
e23.887594407479597,n4,n4,arrow
e15.30553014263011,n4,n4,arrow
e19.059654951262313,n4,n4,arrow
e4.045042611856299,n4,n4,arrow
e18.65735840998297,n4,n4,arrow
e33.35855499336557,n4,n4,arrow
e33.866111361144334,n4,n4,arrow
e20.21052013427934,n4,n4,arrow
e3.0612954544083966,n4,n4,arrow
e23.55268439940629,n4,n4,arrow
e29.39253417390757,n4,n4,arrow
e18.392789987520338,n4,n4,arrow
e32.82885411819458,n4,n4,arrow
e19.25614231072593,n4,n4,arrow
e11.157362716434386,n4,n4,arrow
e5.034246083892629,n4,n4,arrow
e13.330097275486134,n4,n4,arrow
e17.8364080816863,n4,n4,arrow
e23.79864378546178,n4,n4,arrow
e8.237908924017184,n4,n4,arrow
e12.369705863891053,n4,n4,arrow
e15.047946541398218,n4,n4,arrow
e7.923393430324901,n4,n4,arrow
e4.649464118181516,n4,n4,arrow
e2.803862186601945,n4,n4,arrow
e10.499616349764182,n4,n4,arrow
e4.827818834284036,n4,n4,arrow
e2.4332613393050924,n4,n5,arrow
e33.072405579490535,n4,n4,arrow
e22.5282471341379,n4,n4,arrow
e3.2171416064436307,n4,n4,arrow
e2.993152542826139,n4,n4,arrow
e1.0722489393325432,n4,n4,arrow
e24.815943315826598,n4,n4,arrow
e18.84710306108393,n4,n4,arrow
e15.30286959289532,n4,n4,arrow
e12.23189808989195,n4,n4,arrow
e3.355376403418563,n4,n4,arrow
e31.045569159040802,n4,n4,arrow
e26.610021070715156,n4,n4,arrow
e11.336990832794337,n4,n4,arrow
e25.946324641554988,n4,n4,arrow
e11.483053596303671,n4,n4,arrow
e1.5574327040136011,n4,n4,arrow
e11.288103901611844,n4,n4,arrow
e27.035265849963388,n4,n4,arrow
e10.433928151233275,n4,n4,arrow
e30.39417697401514,n4,n4,arrow
e15.391965066301493,n4,n4,arrow
e4.194124034940124,n4,n4,arrow
e2.8451310823074265,n4,n4,arrow
e23.96707536517014,n4,n4,arrow
e28.77726415673288,n4,n4,arrow
e26.62229695332781,n4,n4,arrow
e24.97040386457129,n4,n4,arrow
e13.802491992691547,n4,n4,arrow
e21.683471869137993,n4,n6,arrow
e3.2013719334870947,n4,n4,arrow
e22.883394686280873,n4,n4,arrow
e10.889049357291926,n4,n4,arrow
e14.631378867209499,n4,n4,arrow
e5.742221581519268,n4,n4,arrow
e33.11530923040722,n4,n4,arrow
e34.89717952304936,n4,n4,arrow
e21.34474721542968,n4,n4,arrow
e33.004840375670526,n4,n4,arrow
e20.508303799443397,n4,n4,arrow
e13.520461327699302,n4,n4,arrow
e6.6216384987903485,n4,n4,arrow
e11.293404966461887,n4,n4,arrow
e8.182149082460185,n4,n4,arrow
e25.192109012607574,n4,n4,arrow
e2.8395344398201074,n4,n4,arrow
e3.5227143187516954,n4,n7,arrow
e10.921426597037412,n4,n4,arrow
e32.34020096728166,n4,n4,arrow
e17.604786383201294,n4,n4,arrow
e36.13387866504035,n4,n8,arrow
e3.716234377844041,n4,n4,arrow
e7.648999719555068,n4,n4,arrow
e9.541843168685274,n4,n4,arrow
e34.22464451848795,n4,n4,arrow
e25.54369975053522,n4,n4,arrow
e28.31802574797832,n4,n4,arrow
e11.07289323207063,n4,n4,arrow
e17.604766776422842,n4,n4,arrow
e17.025479125078917,n4,n4,arrow
e32.159095948123756,n4,n4,arrow
e31.28893498831791,n4,n4,arrow
e7.197010240825131,n4,n4,arrow
e21.889308489139236,n4,n4,arrow
e22.73356237585081,n4,n4,arrow
e4.9492813604894454,n4,n4,arrow
e8.206294912587506,n4,n4,arrow
e28.946910145614446,n4,n4,arrow
e15.614887051776783,n4,n4,arrow
e33.58883956436185,n4,n4,arrow
e21.357352957361403,n4,n4,arrow
e26.236484411507586,n4,n4,arrow
e7.098042155147787,n4,n4,arrow
e24.409294080486152,n4,n4,arrow
e11.091658671186973,n4,n4,arrow
e17.565227077394518,n4,n4,arrow
e24.970057634542528,n4,n4,arrow
e36.94552017009817,n4,n4,arrow
e12.72168075019384,n4,n4,arrow
e5.448266758109121,n4,n4,arrow
e11.326395383339781,n4,n4,arrow
e29.130261332867263,n4,n4,arrow
e12.076049134648422,n4,n4,arrow
e12.462005463538247,n4,n4,arrow
e8.8231708731064,n4,n4,arrow
e1.3314773000574596,n4,n4,arrow
e21.31868429118343,n4,n9,arrow
e33.77451322762779,n4,n4,arrow
e32.908396199324834,n4,n4,arrow
e29.367278185393946,n4,n4,arrow
e27.894873994575775,n4,n4,arrow
e20.393937173870267,n4,n4,arrow
e12.722714334233025,n4,n4,arrow
e13.488244357833315,n4,n4,arrow
e29.476868961793357,n4,n4,arrow
e30.296459785401673,n4,n4,arrow
e24.894549862376756,n4,n4,arrow
e18.569821447774718,n4,n4,arrow
e0.844328451351273,n4,n4,arrow
e26.348082730961398,n4,n4,arrow
e1.1809889180534965,n4,n4,arrow
e11.454487391299137,n4,n4,arrow
e17.659446770040734,n4,n4,arrow
e6.075947430417528,n4,n4,arrow
e6.674679386864321,n4,n4,arrow
e13.633715721595458,n4,n4,arrow
e21.00026664452706,n4,n4,arrow
e33.495789383761974,n4,n4,arrow
e1.7196259117059942,n4,n4,arrow
e6.906899863787789,n4,n4,arrow
e4.283417055756321,n4,n4,arrow
e17.638852647977377,n4,n4,arrow
e18.396406894061247,n4,n4,arrow
e19.80863071595529,n4,n4,arrow
e4.458555134033083,n4,n4,arrow
e4.314727582624335,n4,n4,arrow
e36.00342453874641,n4,n4,arrow
e31.774443221122578,n4,n4,arrow
e27.49195549107424,n4,n4,arrow
e19.89300695495122,n4,n4,arrow
e11.144727084660497,n4,n4,arrow
e29.962887803063747,n4,n4,arrow
e17.51820451151147,n4,n4,arrow
e35.840312391695484,n4,n4,arrow
e16.53770064490921,n4,n4,arrow
e29.761282112948745,n4,n4,arrow
e20.125982067155697,n4,n4,arrow
e16.564351237269047,n4,n4,arrow
e7.068000293293218,n4,n4,arrow
e10.575285156331573,n4,n4,arrow
e11.002150136807778,n4,n4,arrow
e10.090661093859588,n4,n4,arrow
e35.01006068020429,n4,n4,arrow
e31.248813880623825,n4,n4,arrow
e9.179134915900569,n4,n4,arrow
e15.20845088277071,n4,n4,arrow
e27.868040309980636,n4,n4,arrow
e19.783974865392526,n4,n4,arrow
e26.59286378765996,n4,n4,arrow
e24.173829023468045,n4,n4,arrow
e6.594517951279556,n4,n4,arrow
e13.499219563771454,n4,n4,arrow
e15.65928013538258,n4,n4,arrow
e5.228223995713269,n4,n4,arrow
e35.45933587751986,n4,n4,arrow
e34.34071762696039,n4,n4,arrow
e9.945744229614165,n4,n4,arrow
e21.228101182156202,n4,n4,arrow
e34.3742729252557,n4,n4,arrow
e28.98982614354951,n4,n4,arrow
e1.6565882370348295,n4,n4,arrow
e36.77869504257912,n4,n4,arrow
e34.639977747837385,n4,n4,arrow
e25.90577460526918,n4,n4,arrow
e5.693431790493263,n4,n4,arrow
e20.800554113678125,n4,n4,arrow
e26.663381132521415,n4,n4,arrow
e22.333526648158433,n4,n4,arrow
e24.406579771581537,n4,n4,arrow
e22.733956993637218,n4,n4,arrow
e11.0495873360271,n4,n4,arrow
e2.4745990973869816,n4,n4,arrow
